Date,Drug type,Origin,Transit,Destination,Seizure country,Seizure place,Origin place,Destination place,Vessel,Shipping line,Container no.,Cover cargo,Routing,Concealment,Modus operandi,Total quantity (kg),Other quantity,Other unit,Case count,Arrests,Transport type,Container,Risk score,Risk band,Risk flags,Reports (n),Outlets,Text used,Language,Headline,Link,Event ID
2026-09-03,Cigarettes,,,,Germany,Berlin,,,,,,,,Legitimate cargo (industrial/goods),Cigarettes | Sea - cargo (other) | concealed: Legitimate cargo (industrial/goods),,,,1,,Sea - cargo (other),No,15,Low,Hidden in legitimate cargo,1,Daily Tribune,full,en,P368K worth of smuggled cigarettes seized in Palawan,https://tribune.net.ph/2026/09/02/p368k-worth-of-smuggled-cigarettes-seized-in-palawan,852
2026-09-03,NSA,,,,United States,Ohio,,,,,,,,,NSA (2 kg) | 2 arrests,1.76741,,,1,2.0,Unknown,No,5,Low,Multiple drugs,1,Yahoo,full,en,"Fentanyl, other narcotics seized by police and FBI in Bridgeport",https://www.yahoo.com/news/articles/fentanyl-other-narcotics-seized-police-224537819.html,768
2026-09-03,NSA,,,,United States,Boston,,,,,,,,,NSA (218 pills) | 2 arrests,,218.0,pills,1,2.0,Unknown,No,0,Low,,1,The Dorchester Post,snippet,en,"Two arrested, eight mopeds towed and 218 fentanyl pills seized in downtown Boston",https://dorchesterpost.com/2026/09/03/two-arrested-eight-mopeds-towed-and-218-fentanyl-pills-seized-in-downtown-boston/,775
2026-09-03,Cigarettes,,,,Philippines,Mindanao,,,,,,,,,Cigarettes (250 cases) | Road | 14 arrests,,250.0,cases,1,14.0,Road,No,0,Low,,1,The Chronicle PH,full,en,P21.5-M smuggled cigarettes seized in three Mindanao ops,https://thechronicle.com.ph/p21-5-m-smuggled-cigarettes-seized-in-three-mindanao-ops/,887
2026-09-02,Methamphetamine,,,,,,,,,,,plastic,,Legitimate cargo (industrial/goods),Methamphetamine (240 kg) | concealed: Legitimate cargo (industrial/goods),240.0,,,1,,Unknown,No,35,Medium,"Hidden in legitimate cargo, Large quantity",1,facebook.com,snippet,en,The DOJ said it has secured the conviction of two Chinese nationals over the importation of 240 kilograms of shabu found hidden in plastic teabags. I via ANC 24/7 Link to full story in the comments section.,https://www.facebook.com/abscbnNEWS/posts/the-doj-said-it-has-secured-the-conviction-of-two-chinese-nationals-over-the-imp/1662133495961900/,896
2026-09-02,NSA,,,,United States,California,,,,,,cement,,Legitimate cargo (industrial/goods),NSA | Road | concealed: Legitimate cargo (industrial/goods),,,,1,,Road,No,25,Medium,"Hidden in legitimate cargo, Organised network, Multiple drugs",1,California State Portal | CA.gov,full,en,"Governor Newsom announces CalGuard has seized $534 million in deadly fentanyl, helping keep drugs off the streets as crime falls statewide",https://www.gov.ca.gov/2026/09/02/governor-newsom-announces-calguard-has-seized-534-million-in-deadly-fentanyl-helping-keep-drugs-off-the-streets-as-crime-falls-statewide/,722
2026-09-02,Cocaine,,,,United States,Massachusetts,,,,,,plastic,,Legitimate cargo (industrial/goods),Cocaine (0 kg) | Road | concealed: Legitimate cargo (industrial/goods),0.085,,,1,,Road,No,20,Low,"Hidden in legitimate cargo, Multiple drugs",1,Caught In Dot,full,en,"Dorchester Man Arrested After Foot Chase; Police Seize Cocaine, Fentanyl and More Than $3K",https://caughtindot.com/dorchester-man-arrested-after-foot-chase-police-seize-cocaine-fentanyl-and-more-than-3k/,773
2026-09-02,NSA,United States,,,United States,,,,,,,,,Legitimate cargo (industrial/goods); Postal / parcel,NSA (1 kg) | Post/express | concealed: Legitimate cargo (industrial/goods); Postal / parcel,1.179334,,,1,,Post/express,No,20,Low,"Hidden in legitimate cargo, Multiple drugs",1,Action News 5,full,en,Detectives seize 2.6 pounds of fentanyl after USPIS finds suspicious package,https://www.actionnews5.com/2026/09/02/detectives-seize-26-pounds-fentanyl-after-uspis-finds-suspicious-package/,726
2026-09-02,Cigarettes,,,,Hong Kong,,,,,,,,,,"Cigarettes (2,200,000 cigarettes) | Road | 4 arrests",,2200000.0,cigarettes,1,4.0,Road,No,20,Low,Large quantity,1,The Standard (HK),full,en,"Customs raids 4 illicit cigarette warehouses across HK, seizes $20m worth of goods, arrests 4",https://www.thestandard.com.hk/news/article/341592/Customs-raids-4-illicit-cigarette-warehouses-across-HK-seizes-20m-worth-of-goods-arrests-4,855
2026-09-02,Cocaine,,,,United States,Port Everglades,,,,,,cement,,Legitimate cargo (industrial/goods),Cocaine (37 kg) | Road | concealed: Legitimate cargo (industrial/goods),36.5956412,,,1,,Road,No,15,Low,Hidden in legitimate cargo,1,U.S. Customs and Border Protection (.gov),full,en,CBP officers seize over $2.9 million in cocaine at Laredo Port of Entry,https://www.cbp.gov/newsroom/national-media-release/cbp-officers-seize-over-29-million-cocaine-laredo-port-entry,383
2026-09-02,Cannabis,,,,United States,Los Angeles,,,,,,cement,,Legitimate cargo (industrial/goods),Cannabis | Air | concealed: Legitimate cargo (industrial/goods),,,,1,,Air,No,15,Low,Hidden in legitimate cargo,1,Rolling Stone Australia,full,en,"Alanis Morissette Sues Former Tour Manager, Alleges ‘Extortionate’ Threat Over Airport Drugs",https://au.rollingstone.com/music/music-news/alanis-morissette-sues-tour-manager-extortion-airport-drugs-100536/,952
2026-09-02,NSA,,,,United States,Nevada,,,,,,cement,,Legitimate cargo (industrial/goods),"NSA (0 kg, 103,000 doses) | Road | concealed: Legitimate cargo (industrial/goods)",0.2,103000.0,doses,1,,Road,No,15,Low,Hidden in legitimate cargo,1,mynews4.com,full,en,Reno man arrested after month-long fentanyl probe in Reno-Sparks,https://mynews4.com/news/local/reno-man-arrested-after-month-long-fentanyl-probe-in-reno-sparks,740
2026-09-02,Cocaine,,,,Greece,Piraeus,,,,,,,,Luggage / passenger goods,Cocaine | Sea - cargo (other) | concealed: Luggage / passenger goods | 2 arrests,,,,1,2.0,Sea - cargo (other),No,10,Low,"Organised network, Multiple drugs",1,eKathimerini.com,full,en,Nearly €1 million in cash seized during drugs crackdown,https://www.ekathimerini.com/news/1314111/nearly-e1-million-in-cash-seized-during-drugs-crackdown/,563
2026-09-02,Heroin/Opium,,,,,,,,,,,,,,Heroin/Opium,,,,1,,Unknown,No,5,Low,Multiple drugs,1,Lehighvalleylive.com,snippet,en,"Cops seize heroin, fentanyl in Slate Belt raid",https://www.lehighvalleylive.com/slate-belt/2026/09/cops-seize-heroin-fentanyl-in-slate-belt-raid.html,545
2026-09-02,Cocaine,,,,Ireland,Cork,,,,,,,,,Cocaine,,,,1,,Unknown,No,5,Low,Multiple drugs,1,RTE.ie,full,en,"Man arrested after cash, drugs, animals, scramblers seized in Cork city",https://www.rte.ie/news/regional/2026/0902/1590121-cork-search-operation/,585
2026-09-02,Cocaine,,,Ireland,Ireland,Cork,,Cork,,,,,,,Cocaine (2 kg) | Road,1.5,,,1,,Road,No,5,Low,Multiple drugs,1,echo live,full,en,"Man arrested as heroin, crack cocaine and weapons seized in Cork operation",https://www.echolive.ie/corknews/arid-41905813.html,607
2026-09-02,Heroin/Opium,Ireland,,,Ireland,Cork,Cork,,,,,,,,Heroin/Opium (2 kg) | Road | 2 arrests,1.5,,,1,2.0,Road,No,0,Low,,2,"Irish Examiner, The Journal",full,en,Two appear in court charged over €210k heroin seizure in Cork,https://www.thejournal.ie/two-appear-in-court-charged-heroin-seizure-cork-7152181-Sep2026/,581
2026-09-01,NSA,Spain,France,,Hong Kong,Hong Kong airport,,,,,,swimming pool sanitisers; plastic; cement,Spain -> France -> Hong Kong,Legitimate cargo (industrial/goods); Postal / parcel,NSA (13 kg) | Post/express | concealed: Legitimate cargo (industrial/goods); Postal / parcel | route: Spain -> France -> Hong Kong | insider indicators | controlled delivery,13.0,,,1,,Post/express,No,45,Medium,"Hidden in legitimate cargo, Multi-country route, Organised network, Insider indicator",1,bastillepost.com,full,en,Hong Kong Customs Seizes About 13kg of Suspected Ketamine Worth Over $5 Million at Airport,https://www.bastillepost.com/global/article/6122298-hong-kong-customs-seizes-about-13kg-of-suspected-ketamine-worth-over-5-million-at-airport,970
2026-09-01,Unspecified,,,,Sri Lanka,Colombo,,,,,,,,,Unspecified (472 kg) | Sea - cargo (other),472.0,,,1,,Sea - cargo (other),No,20,Low,Large quantity,1,Ada Derana,snippet,en,472kg of ‘Ice’ seized at Colombo Port; Police probe international drug network,https://adaderana.lk/news/cmtira5cw000i356paqd2es7f,929
2026-09-01,NSA,,,,Canada,Ontario,,,,,,,,,NSA (7 kg) | Road | 7 arrests,7.17,,,1,7.0,Road,No,10,Low,"Organised network, Multiple drugs",1,Global News,full,en,"Car, guns, fentanyl seized in Ontario drug trafficking investigation",https://globalnews.ca/news/12043164/fentanyl-ontario-trafficking/,758
2026-09-01,Cocaine,,,,,,,,,,,,,,Cocaine (1 kg),0.90718,,,1,,Unknown,No,5,Low,Multiple drugs,1,13wham.com,full,en,Rochester man arrested after nearly 2 pounds of cocaine seized in drug investigation,https://13wham.com/news/local/rochester-man-arrested-after-nearly-2-pounds-of-cocaine-seized-in-drug-investigation-auburn-fentanyl-finger-lakes-drug-task-force,753
2026-09-01,Cannabis,,,,Ireland,Dublin,,,,,,,,,Cannabis (12 kg),12.0,,,1,,Unknown,No,5,Low,Organised network,1,Irish Mirror,full,en,"Woman, 30s, being quizzed after Gardai seize nearly 12kgs of suspected cannabis herb",https://www.irishmirror.ie/news/irish-news/woman-30s-being-quizzed-after-37616733,700
2026-09-01,NSA,,,,Canada,Edmonton,,,,,,,,,NSA (0 kg) | Road,0.114,,,1,,Road,No,5,Low,Multiple drugs,1,CTV News,full,en,"9 mm rifle, 114 grams of fentanyl seized west of Edmonton in drug trafficking case: RCMP",https://vancouverisland.ctvnews.ca/edmonton/article/9-mm-rifle-114-grams-of-fentanyl-seized-west-of-edmonton-in-drug-trafficking-case-rcmp/,789
2026-09-01,NSA,,,,,,,,,,,,,,NSA (0 kg) | Rail | 2 arrests,0.1,,,1,2.0,Rail,No,0,Low,,1,WCTV,full,en,"LCSO: Two arrested in drug investigation, over 100 grams of fentanyl seized",https://www.wctv.tv/video/2026/09/02/lcso-two-arrested-drug-investigation-over-100-grams-fentanyl-seized/,732
2026-08-31,Methamphetamine,Pakistan,,,Sri Lanka,Colombo,,,,,,,Pakistan -> Sri Lanka,Impregnation / liquid / disguised,Methamphetamine (440 kg) | Sea - container | concealed: Impregnation / liquid / disguised | route: Pakistan -> Sri Lanka,440.0,,,1,,Sea - container,Yes,55,High,"Container cargo, Advanced concealment, Large quantity, Multi-country route",1,Newsfirst,full,en,Massive Ice Drug Bust at Colombo Port: Over 440kg Seized,https://www.newsfirst.lk/2026/08/31/massive-ice-drug-bust-at-colombo-port-over-440kg-seized,932
2026-08-31,NSA,Senegal,,,United States,Chicago,,,,,,cement,Senegal -> United States,Legitimate cargo (industrial/goods); Luggage / passenger goods,NSA (572 kg) | Air - passenger | concealed: Legitimate cargo (industrial/goods); Luggage / passenger goods | route: Senegal -> United States,571.5234,,,1,,Air - passenger,No,50,High,"Hidden in legitimate cargo, Large quantity, Multi-country route, Multiple drugs",1,independent.co.uk,full,en,Khat is a drug being smuggled into the US - but what is it?,https://www.independent.co.uk/news/world/americas/khat-drug-stimulant-smuggle-us-b3042330.html,957
2026-08-31,NSA,United Kingdom,,,Canada,Ontario,London,,,,,cement,United Kingdom -> Canada,Legitimate cargo (industrial/goods),NSA (6 kg) | Road | concealed: Legitimate cargo (industrial/goods) | route: United Kingdom -> Canada | 5 arrests,6.5,,,1,5.0,Road,No,35,Medium,"Hidden in legitimate cargo, Multi-country route, Organised network, Multiple drugs",1,Sarnia News Today,full,en,"Guns, drugs, stolen property seized in multijurisdictional investigation",https://sarnianewstoday.ca/news/2026/08/31/guns-drugs-stolen-property-seized-in-multijurisdictional-investigation,790
2026-08-31,NSA,United Kingdom,,,United Kingdom,London,London,,,,,cement,,Legitimate cargo (industrial/goods),NSA (6 kg) | Road | concealed: Legitimate cargo (industrial/goods) | 7 arrests,6.5,,,1,7.0,Road,No,25,Medium,"Hidden in legitimate cargo, Organised network, Multiple drugs",1,CBC,full,en,"7 people charged by OPP after $1M guns and drugs busts in London, Brantford areas",https://www.cbc.ca/news/canada/london/7-people-charged-by-opp-after-1m-guns-and-drugs-busts-in-london-brantford-areas-9.7327000,788
2026-08-31,Cocaine,,,,Ireland,Cork,,,,,,,,Legitimate cargo (industrial/goods); Luggage / passenger goods,Cocaine (12 kg) | Air - passenger | concealed: Luggage / passenger goods,12.0,,,1,,Air - passenger,No,20,Low,"Hidden in legitimate cargo, Organised network",7,"BreakingNews.ie, Irish Examiner, Irish Independent, Irish Mirror, RTE.ie",full,en,Cocaine worth over €1.2m seized at Cork Airport,https://www.rte.ie/news/regional/2026/0831/1589844-cork-drug-seizure/,954
2026-08-31,Methamphetamine,Pakistan,,,Sri Lanka,Colombo,,,,,,,Pakistan -> Sri Lanka,,Methamphetamine | Sea - container | route: Pakistan -> Sri Lanka,,,,1,,Sea - container,Yes,20,Low,"Container cargo, Multi-country route",1,Newswire,full,en,Police seize suspected ICE narcotics shipment at Colombo Port,https://www.newswire.lk/2026/08/31/police-seize-suspected-ice-narcotics-shipment-at-colombo-port/,931
2026-08-31,NSA,,,,Canada,Alberta,,,,,,,,Legitimate cargo (industrial/goods),"NSA (4 kg, 35,000 doses) | concealed: Legitimate cargo (industrial/goods)",3.5,35000.0,doses,1,,Unknown,No,15,Low,Hidden in legitimate cargo,1,CTV News,full,en,Alberta man charged after 3.5 kilograms of fentanyl seized in Regina,https://www.ctvnews.ca/regina/article/alberta-man-charged-after-35-kilograms-of-fentanyl-seized-in-regina/,787
2026-08-31,NSA,,,,United States,New Mexico,,,,,,cement,,Legitimate cargo (industrial/goods); Postal / parcel,NSA (100 pills) | Post/express | concealed: Legitimate cargo (industrial/goods); Postal / parcel,,100.0,pills,1,,Post/express,No,15,Low,Hidden in legitimate cargo,1,vijesti.me,full,en,"DEA agents tracked fentanyl shipments, but did not seize them",https://en.vijesti.me/world-a/globus/824579/DEA-agents-tracked-fentanyl-shipments-but-did-not-seize-them,783
2026-08-31,NSA,,,,United States,Tennessee,,,,,,furniture,,Legitimate cargo (industrial/goods),"NSA (6,000 pills) | concealed: Legitimate cargo (industrial/goods) | 1 arrests",,6000.0,pills,1,1.0,Unknown,No,15,Low,Hidden in legitimate cargo,1,Radio NWTN,full,en,"Over 6,000 Fentanyl Pills Seized In Hotel Room",https://www.radionwtn.com/2026/08/31/over-6000-fentanyl-pills-seized-in-hotel-room/,765
2026-08-31,Cocaine,,,,Ireland,Dublin,,,,,,,,Postal / parcel,"Cocaine (18 kg, 22 packages) | Post/express | concealed: Postal / parcel",18.0,22.0,packages,1,,Post/express,No,10,Low,"Organised network, Multiple drugs",1,The Journal,full,en,Men appear in court over multimillion-euro drug seizures,https://www.thejournal.ie/dublin-drug-seizure-court-7147939-Aug2026/,817
2026-08-31,Cocaine,United Kingdom,,,United Kingdom,London,London,,,,,,,,Cocaine (6 kg) | Road | 7 arrests,6.5,,,1,7.0,Road,No,10,Low,"Organised network, Multiple drugs",1,cp24.com,full,en,"Police seize 6.5 kg of drugs, identify criminal networks in Brant County and London areas",https://www.cp24.com/local/hamilton/2026/08/31/police-seize-65-kg-of-drugs-identify-criminal-networks-in-brant-county-and-london-areas/,791
2026-08-31,Cocaine,Sierra Leone,Kenya,,India,Mumbai,Freetown,,,,,,Sierra Leone -> Kenya -> India,Luggage / passenger goods,Cocaine (2 kg) | Air - passenger | concealed: Luggage / passenger goods | route: Sierra Leone -> Kenya -> India | 1 arrests,2.128,,,1,1.0,Air - passenger,No,10,Low,Multi-country route,1,PIB,full,en,DRI Mumbai Foils Major Drug Smuggling Bid,https://www.pib.gov.in/PressReleaseIframePage.aspx?PRID=2281777,417
2026-08-31,Cocaine,,,,Ireland,Cork,,,,,,,,Luggage / passenger goods,Cocaine | Air - passenger | concealed: Luggage / passenger goods,,,,1,,Air - passenger,No,5,Low,Organised network,1,echo live,full,en,Man 30s arrested as Revenue officers seize €1.2m worth of cocaine at Cork Airport,https://www.echolive.ie/corknews/arid-41904841.html,963
2026-08-31,Unspecified,,,,Sri Lanka,Colombo,,,,,,,,,Unspecified | Sea - cargo (other),,,,1,,Sea - cargo (other),No,0,Low,,1,Ada Derana,snippet,en,‘Ice’ drug consignment worth over Rs. 8 billion seized at Colombo Port,https://adaderana.lk/news/cmthaj1da000o356pqg7e5tce,933
2026-08-31,NSA,,,,,,,,,,,,,,NSA (1 kg),0.635026,,,1,,Unknown,No,0,Low,,1,WBRZ,full,en,Iberville Parish deputies seize 1.4 pounds of fentanyl from alleged drug dealer,https://www.wbrz.com/news/iberville-parish-deputies-seize-1-4-pounds-of-fentanyl-from-alleged-drug-dealer/,750
2026-08-31,Cocaine,,,,Ireland,Dublin,,,,,,,,,Cocaine,,,,1,,Unknown,No,0,Low,,1,BreakingNews.ie,snippet,en,Pair bailed over €1.8m cocaine ‘handover’ in Dublin linked to €2.2m drugs haul,https://www.breakingnews.ie/ireland/man-appears-in-court-over-1-9-million-euro-drug-seizure-1946507.html,823
2026-08-30,NSA,Ghana,,,Nigeria,Lagos,Accra,,,,,cement,Ghana -> Nigeria,Legitimate cargo (industrial/goods),"NSA (2.8 t, 47,200 pills) | Air | concealed: Legitimate cargo (industrial/goods) | route: Ghana -> Nigeria",2787.4,47200.0,pills,1,,Air,No,50,High,"Hidden in legitimate cargo, Large quantity, Multi-country route, Multiple drugs",2,"ndlea.gov.ng, thecable.ng",full,en,"NDLEA intercepts N6.2bn worth of 'Jihadi drug' in Ghana soap, opioids at Lagos airport",https://www.ndlea.gov.ng/blog/ndlea-intercepts-n62bn-worth-of-jihadi-drug-in-ghana-soap-opioids-at-lagos-airport,410
2026-08-30,NSA,Ghana,,,Nigeria,Lagos,Accra,,,,,cement,Ghana -> Nigeria,Legitimate cargo (industrial/goods),"NSA (3,900,000 pills) | Air | concealed: Legitimate cargo (industrial/goods) | route: Ghana -> Nigeria",,3900000.0,pills,1,,Air,No,45,Medium,"Hidden in legitimate cargo, Large quantity, Multi-country route",1,UA.NEWS,full,en,Captagon and opioids worth over 6.2bn naira seized in Lagos,https://ua.news/en/world/u-lagosi-viluchili-kaptagon-i-opioyidi-na-ponad-6-2-mlrd-nair,710
2026-08-30,NSA,Ghana,,,Nigeria,Lagos,Accra,,,,,cement; machinery,Ghana -> Nigeria,Legitimate cargo (industrial/goods); Luggage / passenger goods,"NSA (74 kg, 47,200 pills) | Air - passenger | concealed: Legitimate cargo (industrial/goods); Luggage / passenger goods | route: Ghana -> Nigeria",74.119,47200.0,pills,1,,Air - passenger,No,30,Medium,"Hidden in legitimate cargo, Multi-country route, Multiple drugs",1,TVC News,full,en,"NDLEA Seizes 47,200 Captagon Pills, 3.9m Opioids Worth N6.2bn",https://www.tvcnews.tv/ndlea-seizes-47200-captagon-pills-3-9m-opioids-worth-n6-2bn/,714
2026-08-30,Cocaine,,,,Ireland,Dublin,,,,,,,,,"Cocaine (20 kg, 5,000 pills) | Road | 3 arrests",20.0,5000.0,pills,1,3.0,Road,No,5,Low,Multiple drugs,1,The Journal,full,en,"Two men charged after drugs worth €2.3m seized, including 20kg cocaine and 5,000 ecstasy tablets",https://www.thejournal.ie/2-3million-euros-drug-seizure-dublin-7146216-Aug2026/,803
2026-08-30,Cocaine,,,,United States,Tennessee,,,,,,,,,Cocaine | Road,,,,1,,Road,No,5,Low,Multiple drugs,1,FOX13 Memphis,full,en,"Over 1K fake Xanax, fentanyl, cocaine and meth seized in South Memphis drug bust",https://www.fox13memphis.com/news/over-1k-fake-xanax-fentanyl-cocaine-and-meth-seized-in-south-memphis-drug-bust/article_38da11a3-cef7-46d3-b4c7-b45f4bfc2ad1.html,763
2026-08-29,NSA,,,,United States,Missouri,,,,,,cement,,Legitimate cargo (industrial/goods),NSA (318 kg) | concealed: Legitimate cargo (industrial/goods) | 4 arrests,317.513,,,1,4.0,Unknown,No,40,Medium,"Hidden in legitimate cargo, Large quantity, Multiple drugs",1,Complex,full,en,Police Seize Over 700 Pounds of Drugs at ICP's Gathering of the Juggalos,https://www.complex.com/music/a/treyalston/gathering-juggalos-2026-drug-seizure-camden-county,796
2026-08-29,NSA,India,Pakistan; Myanmar,,India,Mumbai,Madhya Pradesh,,,,,mobile; chemicals; machinery,India -> Pakistan -> Myanmar,Legitimate cargo (industrial/goods); Luggage / passenger goods; Postal / parcel,NSA (1 kg) | Sea - container | concealed: Legitimate cargo (industrial/goods); Postal / parcel; Luggage / passenger goods | route: India -> Pakistan -> Myanmar | 6 arrests,0.547,,,1,6.0,Sea - container,Yes,40,Medium,"Container cargo, Hidden in legitimate cargo, Multi-country route, Multiple drugs",1,Open Magazine,full,en,"Drones, Darknet & Poultry-Farm Labs: Inside India’s New Narcotics Map",https://openthemagazine.com/india/drones-darknet-poultry-farm-labs-inside-indias-new-narcotics-map,900
2026-08-29,NSA,,,,,,,,,,,,,Impregnation / liquid / disguised,"NSA (3 kg, 5 pills) | concealed: Impregnation / liquid / disguised | 23 arrests",3.0,5.0,pills,1,23.0,Unknown,No,20,Low,"Advanced concealment, Multiple drugs",1,The Star,full,en,RM3mil worth of ‘sweet’ drugs seized in four raids,https://www.thestar.com.my/news/nation/2026/08/29/rm3mil-worth-of-sweet-drugs-seized-in-four-raids,804
2026-08-29,NSA,India,,,India,Kerala,Kerala,,,,,,,Vehicle compartment,NSA (13 kg) | Road | concealed: Vehicle compartment | 6 arrests,12.794,,,1,6.0,Road,No,20,Low,"Advanced concealment, Organised network",4,"Mathrubhumi English, The Hindu, The Times of India, opindia.com",full,en,"Luxury cars, busy towns and MDMA peddling: Woman IPS-led Kerala team nets 3 in Coimbatore",https://english.mathrubhumi.com/news/crime/luxury-cars-busy-towns-and-mdma-peddling-woman-ips-led-kerala-team-nets-3-in-coimbatore-hfu87riz,797
2026-08-29,NSA,India,,India,India,Delhi,Delhi,Bengaluru,,,,,,Luggage / passenger goods,NSA | Rail | concealed: Luggage / passenger goods | 4 arrests,,,,1,4.0,Rail,No,10,Low,"Organised network, Multiple drugs",1,PIB,full,en,DRI seizes around 18 Kg Amphetamine and MDMA in two operations as it intensifies crackdown on synthetic drugs; Four persons arrested,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2304522&reg=48&lang=1,416
2026-08-29,Cocaine,,,,Ireland,Dublin,,,,,,,,,"Cocaine (22 kg, 5,000 pills) | Sea - vessel/small craft | 2 arrests",22.0,5000.0,pills,1,2.0,Sea - vessel/small craft,No,5,Low,Multiple drugs,1,RTE.ie,full,en,Two arrested after €2.3 million worth of drugs seized,https://www.rte.ie/news/leinster/2026/0829/1589672-gardai-drug-seizure/,811
2026-08-29,NSA,,,,,,,,,,,,,,NSA (0 kg) | 3 arrests,0.12,,,1,3.0,Unknown,No,0,Low,,1,CTV News,full,en,3 face trafficking charges after fentanyl seizure in south Windsor,https://www.ctvnews.ca/windsor/article/3-face-trafficking-charges-after-fentanyl-seizure-in-south-windsor/,777
2026-08-29,Unspecified,,,,,,,,,,,,,,Unspecified (13 kg) | Road,12.9,,,1,,Road,No,0,Low,,1,NDTV,snippet,en,12.8-Kg Drugs Seized From Car In Coimbatore. 100-Grams Bust Led Cops To It,https://www.ndtv.com/india-news/12-8-kg-drugs-seized-from-car-in-coimbatore-100-grams-bust-led-cops-to-it-11975726,793
2026-08-28,NSA,,,,Australia,Sydney,,,,,,chemicals,,Legitimate cargo (industrial/goods),NSA (2.2 t) | Sea - cargo (other) | concealed: Legitimate cargo (industrial/goods),2215.0,,,1,,Sea - cargo (other),No,45,Medium,"Hidden in legitimate cargo, Large quantity, Organised network, Multiple drugs",1,UK Border Force,full,en,Ketamine seizures reach 15 year high,https://www.gov.uk/government/news/ketamine-seizures-reach-15-year-high,381
2026-08-28,Cannabis,Thailand,,,United Kingdom,London,Bangkok,,,,,cement,Thailand -> United Kingdom,Legitimate cargo (industrial/goods); Luggage / passenger goods,Cannabis (32 kg) | Air - passenger | concealed: Legitimate cargo (industrial/goods); Luggage / passenger goods | route: Thailand -> United Kingdom,32.0,,,1,,Air - passenger,No,30,Medium,"Hidden in legitimate cargo, Multi-country route, Organised network",1,info.gov.hk,full,en,Hong Kong Customs seizes suspected cannabis buds worth about $7.5 million at airport (with photo),https://www.info.gov.hk/gia/general/202608/28/P2026082800681.htm,688
2026-08-28,NSA,,,,Malaysia,,,,,,,,,Legitimate cargo (industrial/goods),"NSA (64 kg, 5 pills) | concealed: Legitimate cargo (industrial/goods) | 7 arrests",63.769999999999996,5.0,pills,1,7.0,Unknown,No,20,Low,"Hidden in legitimate cargo, Multiple drugs",1,Malay Mail,full,en,Husband and wife among seven held as Penang police seize drugs worth RM3.2m,https://www.malaymail.com/news/malaysia/2026/08/28/husband-and-wife-among-seven-held-as-penang-police-seize-drugs-worth-rm32m/232989,807
2026-08-28,Methamphetamine,India,,,India,Delhi,Mizoram,,,,,,,Vehicle compartment,Methamphetamine | Road | concealed: Vehicle compartment | 2 arrests,,,,1,2.0,Road,No,20,Low,"Advanced concealment, Multiple drugs",1,PIB,full,en,DRI seizes 76 kg methamphetamine tablets in two operations along North-Eastern frontier,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2304025,413
2026-08-28,NSA,,,,Egypt,,,,,,,,,,"NSA (1,600,000 pills)",,1600000.0,pills,1,,Unknown,No,20,Low,Large quantity,1,english.ahram.org.eg,snippet,en,"Egypt thwarts attempt to import, smuggle 1.6 million Captagon tablets - Courts & Law - Egypt",https://english.ahram.org.eg/News/575443.aspx,713
2026-08-28,Cocaine,,,,United States,Atlanta,,,,,,cement,,Legitimate cargo (industrial/goods),Cocaine (2 kg) | Road | concealed: Legitimate cargo (industrial/goods),2.0,,,1,,Road,No,20,Low,"Hidden in legitimate cargo, Multiple drugs",1,WSB-TV,full,en,2 kilos of cocaine mixed with fentanyl seized after chase in DeKalb,https://www.wsbtv.com/news/local/dekalb-county/2-kilos-cocaine-mixed-with-fentanyl-seized-after-chase-dekalb/PRXKR3KSLJATFHV3T2DHHQ2KVM/,721
2026-08-28,NSA,,,,,,,,,,,,,,"NSA (38 kg, 5 pills) | Road | 23 arrests",38.3,5.0,pills,1,23.0,Road,No,5,Low,Multiple drugs,1,The Vibes,full,en,"Penang police bust three drug syndicates, seize RM3.2 million in narcotics",https://www.thevibes.com/articles/news/126683/penang-police-bust-three-drug-syndicates-seize-rm3.2-million-in-narcotics,806
2026-08-28,NSA,,,,,,,,,,,,,,"NSA (3 kg, 5 pills) | 4 arrests",3.0,5.0,pills,1,4.0,Unknown,No,5,Low,Multiple drugs,1,The Star,full,en,"'Sweet' disguises, bitter consequences: Seven nabbed, drugs worth RM3mil seized in Penang ops",https://www.thestar.com.my/news/nation/2026/08/28/039sweet039-disguises-bitter-consequences-seven-nabbed-drugs-worth-rm3mil-seized-in-penang-ops,810
2026-08-28,Cocaine,,,,,,,,,,,,,,Cocaine | Road,,,,1,,Road,No,5,Low,Multiple drugs,1,FOX 5 Atlanta,full,en,Driver jailed after brief chase leads to major DeKalb County drug bust,https://www.fox5atlanta.com/news/driver-jailed-after-brief-chase-leads-major-dekalb-county-drug-bust,738
2026-08-28,Cigarettes,,,,China,Shenzhen,,,,,,,,Luggage / passenger goods,Cigarettes | Road | concealed: Luggage / passenger goods,,,,1,,Road,No,0,Low,,1,bastillepost.com,full,en,Passenger Fined and Jailed for Possessing Duty-Not-Paid Cigarettes,https://www.bastillepost.com/global/article/6114082-passenger-fined-and-jailed-for-possessing-duty-not-paid-cigarettes,841
